,date,item_name,base_price,qty,S1,S2,S3,S4,HyperDisplayQty,Frequency,inv_qty,real_qty,ml_preds,S0,Q_auto,ML_auto,abs_err_Q,abs_err_ML
0,2023-08-01,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,11.0,16.227777777777778,14.283854166666666,16.5125,13.847222222222221,12.0,7,0.0,11.0,16.528352453102453,16.469396566435417,158.0,158.0,5.469396566435417,5.528352453102453
1,2023-08-02,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,17.0,16.180555555555557,16.9765625,18.1625,13.5125,12.0,7,0.0,17.0,20.985629925629933,18.171979632413404,175.0,203.0,1.1719796324134037,3.985629925629933
2,2023-08-03,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,20.0,16.1875,16.90625,18.156944444444445,13.363888888888889,12.0,7,0.0,20.0,25.795710567210577,18.222189708480563,175.0,251.0,1.7778102915194367,5.795710567210577
3,2023-08-04,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,26.0,15.975,17.828125,18.41111111111111,13.356944444444444,12.0,7,0.0,26.0,23.91075575813076,18.554745762711864,179.0,232.0,7.445254237288136,2.0892442418692383
4,2023-08-05,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,2.0,15.25,18.190104166666668,18.415277777777778,13.306944444444444,12.0,7,0.0,2.0,6.070974525474523,18.226902446900112,175.0,54.0,16.226902446900112,4.070974525474523
5,2023-08-06,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,10.0,14.980555555555556,18.130208333333332,17.906944444444445,12.870833333333334,12.0,7,0.0,10.0,6.334001887001889,18.053652600176253,174.0,56.0,8.053652600176253,3.6659981129981114
6,2023-08-07,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,29.0,15.829166666666667,17.799479166666668,17.74861111111111,12.71111111111111,12.0,7,0.0,29.0,27.381967664688258,18.536476902817235,178.0,267.0,10.463523097182765,1.6180323353117423
7,2023-08-08,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,13.0,15.77361111111111,19.091145833333332,18.655555555555555,13.53888888888889,12.0,7,0.0,13.0,25.72487928737929,18.933370335225455,182.0,250.0,5.9333703352254545,12.724879287379292
8,2023-08-09,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,17.0,15.770833333333334,21.888020833333332,18.39027777777778,15.204166666666667,12.0,7,0.0,17.0,22.65053928832605,18.98201369382022,183.0,220.0,1.982013693820221,5.650539288326051
9,2023-08-10,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,25.0,15.786111111111111,19.005208333333332,17.319444444444443,14.906944444444445,12.0,7,0.0,25.0,25.06055704752764,17.674565896197603,170.0,244.0,7.325434103802397,0.06055704752764157
10,2023-08-11,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,30.0,15.901388888888889,19.338541666666668,17.461111111111112,15.501388888888888,12.0,7,0.0,30.0,22.18356854256854,17.665981965972783,170.0,215.0,12.334018034027217,7.8164314574314595
11,2023-08-12,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,2.0,15.23611111111111,18.549479166666668,17.115277777777777,15.770833333333334,12.0,7,0.0,2.0,7.157134115884117,16.704517718883018,160.0,65.0,14.704517718883018,5.157134115884117
12,2023-08-13,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,4.0,15.293055555555556,17.416666666666668,16.629166666666666,15.8875,12.0,7,0.0,4.0,8.313664488289488,16.174054440947636,155.0,76.0,12.174054440947636,4.313664488289488
13,2023-08-14,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,23.0,15.666666666666666,16.4609375,16.39027777777778,15.8375,12.0,7,0.0,23.0,28.740863886113903,16.07730921961326,154.0,280.0,6.922690780386741,5.740863886113903
14,2023-08-15,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,15.0,15.55,18.078125,17.134722222222223,16.5125,12.0,7,0.0,15.0,26.50017349317349,16.512802879762805,158.0,258.0,1.5128028797628055,11.500173493173492
15,2023-08-16,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,38.0,15.055555555555555,17.8046875,17.154166666666665,18.1625,12.0,7,0.0,38.0,22.426946525696525,15.583754576259842,149.0,217.0,22.416245423740158,15.573053474303475
16,2023-08-17,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,23.0,15.216666666666667,15.395833333333334,15.723611111111111,18.156944444444445,12.0,7,0.0,23.0,23.02895554445555,14.651427146281138,140.0,223.0,8.348572853718862,0.02895554445554893
17,2023-08-18,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,15.0,15.234722222222222,15.6015625,16.898611111111112,18.41111111111111,12.0,7,0.0,15.0,21.802024309024308,14.960266877315513,143.0,211.0,0.03973312268448659,6.802024309024308
18,2023-08-19,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,11.0,14.66388888888889,15.3984375,17.15,18.415277777777778,12.0,7,0.0,11.0,6.659053016428016,14.566854500297492,139.0,60.0,3.5668545002974916,4.340946983571984
19,2023-08-20,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,7.0,14.705555555555556,14.841145833333334,16.70277777777778,17.906944444444445,12.0,7,0.0,7.0,7.957784687534688,14.446831255870972,137.0,73.0,7.446831255870972,0.957784687534688
20,2023-08-21,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,26.0,15.383333333333333,15.286458333333334,16.8625,17.74861111111111,12.0,7,0.0,26.0,30.37427742682154,15.12531488020711,144.0,297.0,10.87468511979289,4.374277426821539
21,2023-08-22,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,22.0,15.436111111111112,16.6484375,17.491666666666667,18.655555555555555,12.0,7,0.0,22.0,25.91865634365633,15.48820858201393,148.0,252.0,6.511791417986069,3.9186563436563304
22,2023-08-23,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,20.0,15.284722222222221,16.276041666666668,17.268055555555556,18.39027777777778,12.0,7,0.0,20.0,22.84561077158136,15.284156232430412,146.0,221.0,4.715843767569588,2.8456107715813594
23,2023-08-24,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,12.0,15.120833333333334,16.888020833333332,17.40138888888889,17.319444444444443,12.0,7,0.0,12.0,20.421904309742548,15.674960551156108,150.0,197.0,3.674960551156108,8.421904309742548
24,2023-08-25,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,15.0,15.019444444444444,18.216145833333332,17.730555555555554,17.461111111111112,12.0,7,0.0,15.0,20.94200244037009,16.062783503133062,154.0,202.0,1.062783503133062,5.942002440370089
25,2023-08-26,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,6.0,14.29861111111111,18.755208333333332,18.454166666666666,17.115277777777777,12.0,7,0.0,6.0,5.48069316794317,16.075743345212654,154.0,48.0,10.075743345212654,0.5193068320568299
26,2023-08-27,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,1.0,14.302777777777777,17.776041666666668,18.091666666666665,16.629166666666666,12.0,7,0.0,1.0,7.05288036963037,15.813766512848352,151.0,64.0,14.813766512848352,6.05288036963037
27,2023-08-28,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,33.0,14.618055555555555,17.854166666666668,17.904166666666665,16.39027777777778,12.0,7,0.0,33.0,23.576239343989347,16.08361920835334,154.0,229.0,16.91638079164666,9.423760656010653
28,2023-08-29,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,21.0,14.780555555555555,18.526041666666668,18.181944444444444,17.134722222222223,12.0,7,0.0,21.0,25.03744869019869,16.243878022187097,155.0,243.0,4.756121977812903,4.037448690198691
29,2023-08-30,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,21.0,14.708333333333334,18.328125,18.719444444444445,17.154166666666665,12.0,7,0.0,21.0,18.334379037629045,16.29599045623836,156.0,176.0,4.704009543761639,2.665620962370955
30,2023-08-31,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,22.0,14.536111111111111,18.268229166666668,19.15,15.723611111111111,12.0,7,0.0,22.0,20.74560744810744,16.85001526784049,162.0,200.0,5.14998473215951,1.2543925518925612
31,2023-09-01,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,29.0,14.797222222222222,19.158854166666668,19.069444444444443,16.898611111111112,12.0,7,0.0,29.0,21.66666211566212,16.844068567185374,161.0,210.0,12.155931432814626,7.33333788433788
32,2023-09-02,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,0.0,14.82638888888889,18.518229166666668,17.818055555555556,17.15,12.0,7,0.0,0.0,6.734775280275281,16.150346905875445,155.0,60.0,16.150346905875445,6.734775280275281
33,2023-09-03,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,2.0,14.73611111111111,17.1640625,16.97222222222222,16.70277777777778,12.0,7,0.0,2.0,6.494569708069707,15.547562255160114,148.0,58.0,13.547562255160114,4.494569708069707
34,2023-09-04,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,27.0,15.575,17.09375,16.994444444444444,16.8625,12.0,7,0.0,27.0,29.63577605727606,16.070751173708917,154.0,289.0,10.929248826291083,2.635776057276061
35,2023-09-05,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,15.0,15.91388888888889,17.760416666666668,17.281944444444445,17.491666666666667,12.0,7,0.0,15.0,27.538308053058064,16.403963874993384,157.0,268.0,1.4039638749933836,12.538308053058064
36,2023-09-06,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,12.0,15.6375,18.950520833333332,17.147222222222222,17.268055555555556,12.0,7,0.0,12.0,17.060108114108118,16.59162433141639,159.0,164.0,4.591624331416391,5.060108114108118
37,2023-09-07,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,22.0,16.181944444444444,19.8046875,17.086111111111112,17.40138888888889,12.0,7,0.0,22.0,18.117231101414923,17.16112116279121,165.0,174.0,4.838878837208789,3.882768898585077
38,2023-09-08,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,30.0,16.706944444444446,20.015625,16.855555555555554,17.730555555555554,12.0,7,0.0,30.0,19.386838702963697,17.40321827075391,167.0,187.0,12.59678172924609,10.613161297036303
39,2023-09-09,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,0.0,17.166666666666668,18.380208333333332,16.055555555555557,18.454166666666666,12.0,7,0.0,0.0,7.651648462648463,16.8140296906751,161.0,70.0,16.8140296906751,7.651648462648463
40,2023-09-10,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,8.0,17.240277777777777,15.9765625,14.854166666666666,18.091666666666665,12.0,7,0.0,8.0,6.371024614274615,16.00346243010773,153.0,57.0,8.003462430107732,1.6289753857253846
41,2023-09-11,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,57.0,17.681944444444444,15.71875,14.697222222222223,17.904166666666665,12.0,7,0.0,57.0,30.206087412587408,16.24833650091795,155.0,295.0,40.75166349908205,26.793912587412592
42,2023-09-12,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,30.0,17.81111111111111,16.6875,15.183333333333334,18.181944444444444,12.0,7,0.0,30.0,37.5041020923521,16.64838468328538,159.0,368.0,13.351615316714621,7.504102092352099
43,2023-09-13,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,11.0,17.508333333333333,16.5859375,15.01388888888889,18.719444444444445,12.0,7,0.0,11.0,26.20440415140415,16.246647646473264,155.0,255.0,5.246647646473264,15.204404151404152
44,2023-09-14,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,22.0,17.38888888888889,15.265625,14.256944444444445,19.15,12.0,7,0.0,22.0,20.250934878846653,15.581744429032494,149.0,196.0,6.418255570967506,1.7490651211533468
45,2023-09-15,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,33.0,17.729166666666668,13.966145833333334,13.494444444444444,19.069444444444443,12.0,7,0.0,33.0,27.618693667443672,15.37534906834183,147.0,269.0,17.62465093165817,5.381306332556328
46,2023-09-16,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,21.0,16.770833333333332,13.5078125,13.343055555555555,17.818055555555556,12.0,7,0.0,21.0,14.499017538017537,14.774182008697741,141.0,138.0,6.225817991302259,6.500982461982463
47,2023-09-17,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,8.0,16.129166666666666,12.9609375,13.186111111111112,16.97222222222222,12.0,7,0.0,8.0,10.896590326340329,14.311312099358974,136.0,102.0,6.3113120993589735,2.8965903263403288
48,2023-09-18,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,28.0,17.004166666666666,12.8984375,13.118055555555555,16.994444444444444,12.0,7,0.0,28.0,26.412697552447547,14.889817831773726,142.0,257.0,13.110182168226274,1.587302447552453
49,2023-09-19,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,22.0,16.579166666666666,13.697916666666666,13.77361111111111,17.281944444444445,12.0,7,0.0,22.0,25.92408413808413,14.880565093492992,142.0,252.0,7.119434906507008,3.9240841380841296
50,2023-09-20,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,5.0,16.044444444444444,13.5078125,13.686111111111112,17.147222222222222,12.0,7,0.0,5.0,21.565809329559325,14.46550243724913,138.0,209.0,9.46550243724913,16.565809329559325
51,2023-09-21,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,6.0,16.322222222222223,13.53125,13.9625,17.086111111111112,12.0,7,0.0,6.0,21.95828110778111,14.742812658059211,140.0,213.0,8.742812658059211,15.958281107781112
52,2023-09-22,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,24.0,16.004166666666666,13.0703125,13.927777777777777,16.855555555555554,12.0,7,0.0,24.0,24.39406798756798,14.44292392812019,137.0,237.0,9.55707607187981,0.3940679875679791
53,2023-09-23,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,6.0,15.01388888888889,13.4296875,13.930555555555555,16.055555555555557,12.0,7,0.0,6.0,8.12851334776335,14.005390880310456,133.0,74.0,8.005390880310456,2.1285133477633504
54,2023-09-24,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,5.0,14.043055555555556,13.0,13.743055555555555,14.854166666666666,12.0,7,0.0,5.0,5.992932123432126,13.438413783699549,127.0,53.0,8.438413783699549,0.9929321234321256
55,2023-09-25,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,14.0,14.770833333333334,12.721354166666666,13.847222222222221,14.697222222222223,12.0,7,0.0,14.0,14.60717818292819,13.935271323552573,132.0,139.0,0.06472867644742664,0.6071781829281893
56,2023-09-26,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,17.0,14.743055555555555,13.986979166666666,14.35138888888889,15.183333333333334,12.0,7,0.0,17.0,14.524775294150292,14.286314951709048,136.0,138.0,2.7136850482909516,2.4752247058497083
57,2023-09-27,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,12.0,14.530555555555555,13.880208333333334,14.5125,15.01388888888889,12.0,7,0.0,12.0,12.210209373959376,14.196392502441153,135.0,115.0,2.196392502441153,0.21020937395937622
58,2023-09-28,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,26.0,14.697222222222223,14.614583333333334,14.609722222222222,14.256944444444445,12.0,7,0.0,26.0,19.79272349709114,14.78091874357309,141.0,191.0,11.21908125642691,6.2072765029088615
59,2023-09-29,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,18.0,14.847222222222221,14.6484375,14.858333333333333,13.494444444444444,12.0,7,0.0,18.0,18.281942472560125,15.231743833910844,145.0,176.0,2.768256166089156,0.28194247256012517
60,2023-09-30,Кофе Jacobs monarch 12гр ширхэг жижиглэн RUS,419.0,1.0,14.105555555555556,14.783854166666666,15.229166666666666,13.343055555555555,12.0,7,5.0,1.0,5.612569930069933,14.935977811679562,137.0,44.0,13.935977811679562,4.612569930069933
61,2023-08-01,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,28.0,16.227777777777778,14.283854166666666,16.5125,13.847222222222221,7.0,7,0.0,28.0,41.29444893994892,16.469396566435417,158.0,406.0,11.530603433564583,13.294448939948921
62,2023-08-02,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,15.0,16.180555555555557,16.9765625,18.1625,13.5125,7.0,7,0.0,15.0,45.42329179154181,18.171979632413404,175.0,447.0,3.1719796324134037,30.423291791541807
63,2023-08-03,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,8.0,16.1875,16.90625,18.156944444444445,13.363888888888889,7.0,7,0.0,8.0,24.49522688422688,18.222189708480563,175.0,238.0,10.222189708480563,16.49522688422688
64,2023-08-04,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,13.0,15.975,17.828125,18.41111111111111,13.356944444444444,7.0,7,0.0,13.0,17.208021747859977,18.554745762711864,179.0,165.0,5.554745762711864,4.208021747859977
65,2023-08-05,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,3.0,15.25,18.190104166666668,18.415277777777778,13.306944444444444,7.0,7,0.0,3.0,9.28037026862027,18.226902446900112,175.0,86.0,15.226902446900112,6.2803702686202705
66,2023-08-06,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,7.0,14.980555555555556,18.130208333333332,17.906944444444445,12.870833333333334,7.0,7,0.0,7.0,6.820220501720502,18.053652600176253,174.0,61.0,11.053652600176253,0.17977949827949757
67,2023-08-07,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,11.0,15.829166666666667,17.799479166666668,17.74861111111111,12.71111111111111,7.0,7,0.0,11.0,15.26992651792652,18.536476902817235,178.0,146.0,7.536476902817235,4.269926517926519
68,2023-08-08,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,14.0,15.77361111111111,19.091145833333332,18.655555555555555,13.53888888888889,7.0,7,0.0,14.0,15.991596153846158,18.933370335225455,182.0,153.0,4.9333703352254545,1.9915961538461584
69,2023-08-09,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,15.0,15.770833333333334,21.888020833333332,18.39027777777778,15.204166666666667,7.0,7,0.0,15.0,11.892609251859254,18.98201369382022,183.0,112.0,3.982013693820221,3.1073907481407463
70,2023-08-10,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,14.0,15.786111111111111,19.005208333333332,17.319444444444443,14.906944444444445,7.0,7,0.0,14.0,11.286761460761468,17.674565896197603,170.0,106.0,3.6745658961976027,2.7132385392385316
71,2023-08-11,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,16.0,15.901388888888889,19.338541666666668,17.461111111111112,15.501388888888888,7.0,7,0.0,16.0,11.489244893994892,17.665981965972783,170.0,108.0,1.665981965972783,4.510755106005108
72,2023-08-12,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,2.0,15.23611111111111,18.549479166666668,17.115277777777777,15.770833333333334,7.0,7,0.0,2.0,7.172837995337996,16.704517718883018,160.0,65.0,14.704517718883018,5.172837995337996
73,2023-08-13,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,6.0,15.293055555555556,17.416666666666668,16.629166666666666,15.8875,7.0,7,0.0,6.0,6.052887016578193,16.174054440947636,155.0,54.0,10.174054440947636,0.05288701657819317
74,2023-08-14,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,6.0,15.666666666666666,16.4609375,16.39027777777778,15.8375,7.0,7,0.0,6.0,14.01153278665778,16.07730921961326,154.0,133.0,10.077309219613259,8.01153278665778
75,2023-08-15,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,8.0,15.55,18.078125,17.134722222222223,16.5125,7.0,7,0.0,8.0,18.963054176215945,16.512802879762805,158.0,183.0,8.512802879762805,10.963054176215945
76,2023-08-16,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,31.0,15.055555555555555,17.8046875,17.154166666666665,18.1625,7.0,7,0.0,31.0,18.69020521961698,15.583754576259842,149.0,180.0,15.416245423740158,12.309794780383019
77,2023-08-17,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,20.0,15.216666666666667,15.395833333333334,15.723611111111111,18.156944444444445,7.0,7,0.0,20.0,18.8107784992785,14.651427146281138,140.0,181.0,5.348572853718862,1.1892215007215015
78,2023-08-18,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,4.0,15.234722222222222,15.6015625,16.898611111111112,18.41111111111111,7.0,7,0.0,4.0,11.47682961482962,14.960266877315513,143.0,108.0,10.960266877315513,7.4768296148296205
79,2023-08-19,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,3.0,14.66388888888889,15.3984375,17.15,18.415277777777778,7.0,7,0.0,3.0,5.9878794816294825,14.566854500297492,139.0,53.0,11.566854500297492,2.9878794816294825
80,2023-08-20,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,2.0,14.705555555555556,14.841145833333334,16.70277777777778,17.906944444444445,7.0,7,0.0,2.0,6.086996312511018,14.446831255870972,137.0,54.0,12.446831255870972,4.086996312511018
81,2023-08-21,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,13.0,15.383333333333333,15.286458333333334,16.8625,17.74861111111111,7.0,7,0.0,13.0,20.34325387112887,15.12531488020711,144.0,196.0,2.1253148802071102,7.343253871128869
82,2023-08-22,Цай Хаан1ш жижиглэнгийн  ууттай MNG,349.0,27.0,15.436111111111112,16.6484375,17.491666666666667,18.655555555555555,7.0,7,0.0,27.0,18.57881701631701,15.48820858201393,148.0,179.0,11.51179141798607,8.42118298368299
